Lifecycle;Kurzname;ALM-ID;Name;Kurzbeschreibung;ADM Org. Einheit;Applikationsverantwortlicher (ADM);Letzte Žnderung
Ausser Produktion;E-POST Android;APP-4900;E-POST Mobile Apps Android;- zu erg„nzen -;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);;17.08.2022
Ausser Produktion;E-POST Web;APP-4901;E-POST Web Portale;- zu erg„nzen -;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);;17.08.2022
Ausser Produktion;E-POST iOS App;APP-4895;E-POST Mobile Apps iOS;- zu erg„nzen -;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);;23.08.2022
Ausser Produktion;EMS;APP-5429;Empf„ngerservice-1034;-;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);Sparla,E.,SNL IT P&P,Abt 1120,BN;17.08.2022
Ausser Produktion;Identit„ten;APP-4708;E-POST Kernsystem Identit„ten;- zu erg„nzen -;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);;17.08.2022
Ausser Produktion;Krypto;APP-4707;E-POST Kernsystem Krypto;- zu erg„nzen -;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);;17.08.2022
In Produktion;Mailbox API;ITR-4238;Mailbox API;Mailbox API;Abt 19A5, Kundenintegrationsservices (00057793);;17.08.2022
Ausser Produktion;Massen-Einliefer;APP-4710;E-POST Kernsystem Massen-Einlieferung;- zu erg„nzen -;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);;17.08.2022
Ausser Produktion;Nachrichten;APP-4705;E-POST Kernsystem Nachrichten;- zu erg„nzen -;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);;17.08.2022
Ausser Produktion;Registrierung;APP-4398;E-POST Kernsystem Registrierung;- zu erg„nzen -;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);;17.08.2022
In Produktion;Send API;ITR-4237;Send API;Sending Letters (electronic/hybrid);Abt 19A5, Kundenintegrationsservices (00057793);;17.08.2022
Ausser Produktion;Stammdaten;APP-4032;E-POST Kernsystem Stammdaten;- zu erg„nzen -;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);;17.08.2022
Ausser Produktion;TKš;APP-4712;E-POST Kernsystem TKš;- zu erg„nzen -;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);;17.08.2022
Ausser Produktion;Verschlagwortung;APP-4711;E-POST Kernsystem Verschlagwortung;- zu erg„nzen -;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);;17.08.2022
Ausser Produktion;Zahlung E-Post;APP-4709;E-POST Kernsystem Zahlung;- zu erg„nzen -;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);;17.08.2022
In Produktion;E-POST MAILER;ICTO-1031;E-POST MAILER;Briefversand mit E-POST direkt aus beliebigen Programmen und Anwendungen mit einer Druckoption.;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);Wolbeck,K.,SNL IT P&P,Abt 1120,BN;24.08.2022
In Produktion;E-POST SCAN - BP;ITR-3690;E-POST SCAN - Bestellplattform;Plattform zur Bestellung des Produktes E-POST SCAN;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);Perera, N., SNL IT P&P, 1120, BN;02.09.2022
In Produktion;E-POST SCAN;APP-4985;E-POST SCAN Bestellplattform;- zu erg„nzen -;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);Gruhn-van Dorp,O.,SNL IT P&P,Abt 1120,BN;02.09.2022
In Produktion;Kampagne-BA POSTBUCH;ITR-4180;Kampagne-Beauftragung POSTBUCH;Kampagnenorientierten Aufschaltung von Bestandskunden auf Produkt POSTBUCH;Abt 1120, ADM E-POST & Zusatzleitungen (00057830);Sammari,Y.,SNL IT P&P, Abt 1120,DA;02.09.2022
Ausser Produktion;AMSEL;ICTO-615;Auftragsmanagementsystem fr Abholservices;Auftragsmanagement fr Abholauftr„ge und Bereitstellung nat. und int. Online Retouren;Abt 1230, ADM Business Kunden Paket (00057834);Mineo,M.,SNL IT P&P,Abt 1230,BN;17.08.2022
Ausser Produktion;Clients Versandunt.;ITR-3953;Clients Versanduntersttzung;Clients Versanduntersttzung;Abt 19A2, ADM Business Kunden (00057790);Michalak,B.,Z Abt 19A2,Bonn;17.08.2022
Ausser Produktion;Schriftarten;ITR-3957;Fontcode128;Clientsoftware;Abt 19A2, ADM Business Kunden (00057790);;17.08.2022
In Produktion;DBFM;ICTO-64;Datenbank Freimachung (DBFM);Untersttzung u.a. von: Vertragserstellung und -pflege fr Frankiermaschinen und DV-Freimachung, Abrechnung von Frankiermaschinen (AFM) sowie ESI;Abt 1130, ADM Online, Sales & Frank.Post (00057831);Schickel, M., SNL IT P&P, 1130, BN;17.08.2022
In Produktion;API Individualprodukte;ITR-4379;API Individualprodukte;API Individualprodukte;Abt 1130, ADM Online, Sales & Frank.Post (00057831);Schickel, M., SNL IT P&P, 1130, BN;17.08.2022
In Produktion;Codemaster;APP-5461;Codemaster;- zu erg„nzen -;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;DBFM;APP-5460;Datenbank Freimachung;- zu erg„nzen -;Abt 1130, ADM Online, Sales & Frank.Post (00057831);Schickel, M., SNL IT P&P, 1130, BN;17.08.2022
In Produktion;Plusbrief myPostcard;ITR-4317;Plusbrief myPostcard;Plusbrief myPostcard - Eingangsschnittstelle f. Plusbrief Absenderdaten u. Motive;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;Datamatrixcodechecker;ITR-3956;Deutsche Post Matrixcode Checker;Clientsoftware;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;DigForms;ITR-4315;DigForms;DigForms - Eingangsschnittstelle f. Vertragsdaten Frankiermaschine;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;JAVA Launcher;ITR-3611;JAVA Launcher und Schriftart;JAVA Launcher und Schriftart;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;JAVA Launcher und Schriftart;ITR-3960;Code 128 Font Advantage;Clientsoftware;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;PROMA;APP-5462;PROMA;- zu erg„nzen -;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;PSEPWZ;ITR-3629;Pauschalierter Schadenersatz Postwertzeichenbetrug;Pauschalierter Schadenersatz Postwertzeichenbetrug;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;PWZ Mgmt;ITR-3483;Postwertzeichen Management;Postwertzeichen Management;Abt 1130, ADM Online, Sales & Frank.Post (00057831);Schickel, M., SNL IT P&P, 1130, BN;07.09.2022
Ausser Produktion;PWZDMC;ITR-3630;Postwertzeichen mit Matrixcode;Postwertzeichen mit Matrixcode;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;Produktmarke;ITR-3627;Produktmarke;Produktmarke;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;Responseplus;ITR-3631;Responseplus / Werbeantwort;Responseplus / Werbeantwort;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;Toshiba Labelprinter;ITR-3612;Toshiba Labelprinter TEC-B SV4 - Druckertreiber;Toshiba Labelprinter TEC-B SV4 - Druckertreiber;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;ZKV;ITR-3632;Zentrale Kundenverwaltung Frankierservice;Zentrale Kundenverwaltung Frankierservice;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
Ausser Produktion;DHL OF DE;ICTO-570;DHL Onlinefrankierung Deutschland;Erstellung, Verkauf und Druck von Paketlabeln im Internet;Abt 1110, ADM Endkunden Paket (00057829);Heimann,R.,SNL IT P&P,Abt 1110,BN;17.08.2022
Ausser Produktion;DHL OF DE;APP-5180;DHL Onlinefrankierung Deutschland-1742;Erstellung, Verkauf und Druck von Paketlabeln im Internet;Abt 1110, ADM Endkunden Paket (00057829);Heimann,R.,SNL IT P&P,Abt 1110,BN;17.08.2022
Ausser Produktion;OF KDS;APP-2393;DHL Onlinefrankierung Kundenservice;Applikation Kundenservice;Abt 1110, ADM Endkunden Paket (00057829);;17.08.2022
Ausser Produktion;DHL OFI Felix;ICTO-1405;DHL Onlinefrankierung Projekt Felix;Erstellung, Verkauf und Druck von Paketlabeln im Internet (fr ™sterreich);Abt 1110, ADM Endkunden Paket (00057829);Heimann,R.,SNL IT P&P,Abt 1110,BN;17.08.2022
Ausser Produktion;DHL OFI Felix App;APP-4636;DHL Onlinefrankierung Projekt Felix-1007;- zu erg„nzen -;Abt 1110, ADM Endkunden Paket (00057829);;17.08.2022
Ausser Produktion;OFI;APP-3740;DHL Onlinefrankierung International-1743;ist die noch aktiv?;Abt 1110, ADM Endkunden Paket (00057829);;17.08.2022
Ausser Produktion;OFI;APP-4142;DHL Onlinefrankierung International-1744;ist die noch aktiv?;Abt 1110, ADM Endkunden Paket (00057829);;17.08.2022
In Produktion;DeineBriefmarke.de;ITR-3645;DeineBriefmarke.de;DeineBriefmarke.de: Plattform zur Erstellung von individuellen Plusbriefen / -marken.;Abt 192, IT Architektur (00057785);Schickel, M., SNL IT P&P, 1130, BN;17.08.2022
In Produktion;EAGLE;ICTO-84;EAGLE;Auftragsmanagement fr das Produkt EINKAUFAKTUELL;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Schmitz,W.,SNL IT P&P,Abt 1220,BN;17.08.2022
In Produktion;Filialinfo Einkauf Aktuell;ITR-3959;IVU Client;Clientsoftware;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Schmitz,W.,SNL IT P&P,Abt 1220,BN;17.08.2022
In Produktion;IVU;APP-2295;Filialinfo Einkauf Aktuell IVU;- zu erg„nzen -;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Schmitz,W.,SNL IT P&P,Abt 1220,BN;17.08.2022
In Produktion;MarQ2;APP-5594;Reklamationstool MarQ2;- zu erg„nzen -;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Schmitz,W.,SNL IT P&P,Abt 1220,BN;17.08.2022
In Produktion;Qlik;APP-3857;Qlikview;Analysetool zur Auswertung und Aufbereitung der Auftragsdaten ;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Schmitz,W.,SNL IT P&P,Abt 1220,BN;17.08.2022
In Produktion;QlikView Desktop;ITR-3954;QlikView Desktop;Clientsoftware;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);;17.08.2022
In Produktion;QlikView PlugIn;ITR-3955;QlikView PlugIn;Clientsoftware;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);;17.08.2022
In Produktion;SAP IS/MAM;APP-2296;SAP IS/MAM;Anzeigen- und Beilagenverwaltung;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Schmitz,W.,SNL IT P&P,Abt 1220,BN;17.08.2022
In Produktion;censhare;APP-684;censhare;Blattplanung, Redaktion, Umbruch, Herstellung von Einkaufaktuell;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Schmitz,W.,SNL IT P&P,Abt 1220,BN;17.08.2022
Ausser Produktion;Easylog;ICTO-527;Easylog;Offline-L”sung zur Erzeugung von Paketlabeln (bei DHL Paket);Abt 1520, Kundenintegration Paket (00057841);Raschen, Angela, IT P&P, Kundenintegration Paket;17.08.2022
Ausser Produktion;EASYLOG Client;ITR-3958;EASYLOG Client;Clientsoftware;Abt 1520, Kundenintegration Paket (00057841);;17.08.2022
Ausser Produktion;Easylog XL;ITR-3595;Easylog XL;Easylog XL;Abt 1520, Kundenintegration Paket (00057841);;17.08.2022
In Produktion;Ebay;ITR-3675;Ebay;Online-Marktplatz Ebay;Abt 192, IT Architektur (00057785);Schickel, M., SNL IT P&P, 1130, BN;23.08.2022
In Produktion;ExtKS;ITR-3823;Externe Kundensysteme;Stellvertreter-System fr kundeneigene IT-Systeme;Abt 192, IT Architektur (00057785);;17.08.2022
In Produktion;HIN+WEG;ICTO-1100;HIN+WEG-System;Erfassung/Verwaltung von Vertr„gen/Auftr„gen fr die Produktgruppe HIN+WEG;Abt 1230, ADM Business Kunden Paket (00057834);Reiff, D., SNL IT P&P, Abt. 1230;25.08.2022
Ausser Produktion;Intraship;ICTO-521;Intraship;Versandlogistiksystem zur Erzeugung von Sendungslabels;Abt 1230, ADM Business Kunden Paket (00057834);;17.08.2022
In Produktion;KPT;ICTO-1016;KPT;Gesch„ftskunden- und Benutzerverwaltung und Konfigurationsoberfl„che fr Sendungsverfolgungssysteme;Abt 1230, ADM Business Kunden Paket (00057834);Henkel,T.,SNL IT P&P,Abt 1230,BN;17.08.2022
In Produktion;KBV;APP-5400;Kundenbenutzerverwaltung;- zu erg„nzen -;Abt 1230, ADM Business Kunden Paket (00057834);Henkel,T.,SNL IT P&P,Abt 1230,BN;17.08.2022
In Produktion;PPT;APP-2532;Parameterpflegetool;- zu erg„nzen -;Abt 1230, ADM Business Kunden Paket (00057834);;17.08.2022
In Produktion;TTPro;APP-3606;TTPro-Servlet;- zu erg„nzen -;Abt 1230, ADM Business Kunden Paket (00057834);;17.08.2022
In Produktion;Mailoptimizer;ICTO-175;Mailoptimizer;Untersttzung Versandvorbereitung inkl. DV-Freimachung von Sendungen;Abt 1130, ADM Online, Sales & Frank.Post (00057831);Schickel, M., SNL IT P&P, 1130, BN;18.08.2022
In Produktion;MO Basic;APP-5514;MO Basic;- zu erg„nzen -;Abt 1130, ADM Online, Sales & Frank.Post (00057831);Schickel, M., SNL IT P&P, 1130, BN;17.08.2022
In Produktion;Mailopt. Classic;APP-5513;Mailoptimizer Classic;- zu erg„nzen -;Abt 1130, ADM Online, Sales & Frank.Post (00057831);Schickel, M., SNL IT P&P, 1130, BN;17.08.2022
In Produktion;Mailopt. Online;APP-5512;Mailoptimizer Online;- zu erg„nzen -;Abt 1130, ADM Online, Sales & Frank.Post (00057831);Schickel, M., SNL IT P&P, 1130, BN;17.08.2022
In Produktion;DV-Freimachung;ITR-4422;DV-Freimachung;Bereitstellung Datamatrix-Code/Frankiervermerk;Abt 1210, Service Center National (00053524);;17.08.2022
In Produktion;NOL-B;ICTO-1782;Nextt Online Business;Nextt Online Business - Sendungsbeauskunftung Gesch„ftskunden;Abt 1230, ADM Business Kunden Paket (00057834);Doudia,J.B.,SNL IT P&P,Abt 1230,BN;17.08.2022
In Produktion;DASSB;ITR-4252;DASSB;Track&Trace DHL PAKET Business Customers;Abt 19A5, Kundenintegrationsservices (00057793);;17.08.2022
Ausser Produktion;NOL-Servlet;APP-2548;NOL-Servlet;- zu erg„nzen -;Abt 1230, ADM Business Kunden Paket (00057834);;17.08.2022
Ausser Produktion;NOLB;APP-2357;neXtt online business-1152;- zu erg„nzen -;Abt 1230, ADM Business Kunden Paket (00057834);;17.08.2022
Ausser Produktion;iTrack;APP-2345;iTrack-1151;API fr Pull-Tracking-Informationen an Amazon;Abt 1230, ADM Business Kunden Paket (00057834);;17.08.2022
In Produktion;OPTIMA;ICTO-3292;Optimierte Abholung;Kunden-Abhol-Auftragsmanagement;Abt 1230, ADM Business Kunden Paket (00057834);Mineo,M.,SNL IT P&P,Abt 1230,BN;07.09.2022
In Produktion;API Abholen 360;ITR-4421;API Abholen 360;Beauftragen aller Abholprodukte (Einzelabholung, Bedarfsabholung und einmalige Abholung);Abt 19A5, Kundenintegrationsservices (00057793);;17.08.2022
In Produktion;Einzelabholung;ITR-4250;Einzelabholung;Single parcel pickups;Abt 19A5, Kundenintegrationsservices (00057793);;17.08.2022
In Produktion;PC-Frankierung;ICTO-304;PC-Frankierung;"Erstellung und Verkauf elektronischer Frankiervermerke; Bereitstellung der Portokasse und Aufladung von Frankit Frankiermaschinen";Abt 1130, ADM Online, Sales & Frank.Post (00057831);Schickel, M., SNL IT P&P, 1130, BN;22.08.2022
In Produktion;1Click4App;ITR-4234;1Click4App;Requesting and providing Internetmarke franking including payment via Portokasse;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;1Click4Refund;ITR-4236;1Click4Refund;Requesting refunds for Internetmarke franking including refund via Portokasse after approval;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;1Click4Shop;ITR-4235;1Click4Shop;Requesting, providing and voiding Internetmarke franking from dedicated, trusted external partner. payment and refunding via partner;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;E-Porto MSWord;APP-4196;E-Porto Add-In fr Microsoft Word;- zu erg„nzen -;Abt 1130, ADM Online, Sales & Frank.Post (00057831);Schickel, M., SNL IT P&P, 1130, BN;17.08.2022
In Produktion;IM;APP-5358;Internetmarke;- zu erg„nzen -;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
Geplant;KIM;ITR-4466;Kundenservicetool InternetMarke;Die Applikation KIM (Kundenservicetool InternetMarke) erm”glicht den MitarbeiterInnnen des Kundenservice die Bearbeitung von Kundenanliegen bezglich Internetmarkenfrankierungen und Portokassen/Kundenkonten.;Abt 1130, ADM Online, Sales & Frank.Post (00057831);Schickel, M., SNL IT P&P, 1130, BN;17.08.2022
In Produktion;Magento Add-In;APP-4101;Magento Add-In;- zu erg„nzen -;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;Postage Point;APP-4780;Postage Point;- zu erg„nzen -;Abt 1130, ADM Online, Sales & Frank.Post (00057831);Schickel, M., SNL IT P&P, 1130, BN;17.08.2022
In Produktion;FrankitPBulk;ITR-4316;FrankitPBulk;FrankitPBulk - Eingangsschnittstelle f. Frankiermaschinennutzung;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;PLG;ICTO-995;Paketlabelgenerator;Zentrale Erstellung von Paketlabeln (inkl. Leitcodierung) und  Bereitstellung als XML-Datei oder als PDF-Dokument;Abt 1230, ADM Business Kunden Paket (00057834);Siefen,C.,SNL IT P&P,Abt 1230,BN;08.09.2022
In Produktion;PLZ-Suche;ITR-3824;Postleitzahlen-Suche;PLZ-Suche fr Privatkunden, PLZ-Suche in Filialen;Abt 1130, ADM Online, Sales & Frank.Post (00057831);Gemein, M., SNL IT P&P, 1130, BN;17.08.2022
In Produktion;ProdWS;ICTO-968;DPDHL Produkt-Webservice (ProdWS);Bereitstellung von Informationen zu Frankierprodukten aus den Bereichen DHL Paket, Express und Brief ber Webservice;Abt 1130, ADM Online, Sales & Frank.Post (00057831);Schickel, M., SNL IT P&P, 1130, BN;12.09.2022
In Produktion;ProductInfo;ITR-4233;ProductInformation;Providing product information for franking products (Deutsche Post Mail, Parce and Express);Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;Produkt-DP;ITR-3695;Produktdatenpflege;Produktdatenpflege;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;Produkt-WS;ITR-3694;Produktwebservice;Produktwebservice;Abt 1130, ADM Online, Sales & Frank.Post (00057831);;17.08.2022
In Produktion;ROSy;ICTO-1301;Retoure Online System;Erfassung/Erstellung von Online Retouren National und International;Abt 1230, ADM Business Kunden Paket (00057834);Reiff, D., SNL IT P&P, Abt. 1230;07.09.2022
In Produktion;Retoure;ITR-4255;Retoure;Parcel returns;Abt 19A5, Kundenintegrationsservices (00057793);;17.08.2022
In Produktion;Rapide;ICTO-3028;Rapide;Beauskunftung von Sendungen fr Gesch„ftskunden Paket durch Push-Nachrichten. šbersichten aktueller Sendungen und Status fr Gesch„ftskunden Post und Paket.;Abt 1230, ADM Business Kunden Paket (00057834);Doudia,J.B.,SNL IT P&P,Abt 1230,BN;17.08.2022
In Produktion;GKSC;APP-3138;GK Sendungscockpit;GK Sendungscockpit: Self Service Online L”sung zur konfigurierbaren Sendungsbeauskunftung fr Gesch„ftskunden.;Abt 1230, ADM Business Kunden Paket (00057834);Doudia,J.B.,SNL IT P&P,Abt 1230,BN;17.08.2022
In Produktion;Postbuch;ITR-3656;Postbuch;Postbuch;Abt 1230, ADM Business Kunden Paket (00057834);Marx,R.,SNL IT P&P,Abt 1230,DA;17.08.2022
In Produktion;Push-Service;APP-3322;Push-Service;Push-Service fr Sendungsbeauskunftung fr Gesch„ftskunden.;Abt 1230, ADM Business Kunden Paket (00057834);Doudia,J.B.,SNL IT P&P,Abt 1230,BN;17.08.2022
In Produktion;GK Push API;ITR-4286;GK Push API;GK Push API;Abt 19A5, Kundenintegrationsservices (00057793);;17.08.2022
In Produktion;Public Push API;ITR-4281;Public Push API;Public Push API;Abt 19A5, Kundenintegrationsservices (00057793);;17.08.2022
In Produktion;T&T Hub;APP-3321;T&T Hub;Backend fr Push und Pull Sendungsbeauskunftung fr Gesch„ftskunden.;Abt 1230, ADM Business Kunden Paket (00057834);Doudia,J.B.,SNL IT P&P,Abt 1230,BN;17.08.2022
In Produktion;SPP;ICTO-2003;Shop-Plattform-Plugins;Integration via Plugins von  DHL Paket- und Retourelabel fr Standard-Shopsoftware;Abt 1230, ADM Business Kunden Paket (00057834);Marx,R.,SNL IT P&P,Abt 1230,DA;17.08.2022
In Produktion;Magento Plugin;APP-5336;Magento Plugin;Plugin fr Shopanbieter Magento fr DHL Paket- und Retourelabel.;Abt 1230, ADM Business Kunden Paket (00057834);Marx,R.,SNL IT P&P,Abt 1230,DA;17.08.2022
In Produktion;OXID Plugin;APP-5347;OXID Plugin;Plugin fr Shopanbieter Oxid fr DHL Paket- und Retourelabel.;Abt 1230, ADM Business Kunden Paket (00057834);Marx,R.,SNL IT P&P,Abt 1230,DA;17.08.2022
In Produktion;Shopify Plugin;APP-5349;Shopify Plugin;Plugin fr Shopanbieter Shopify fr DHL Paket- und Retourelabel.;Abt 1230, ADM Business Kunden Paket (00057834);Marx,R.,SNL IT P&P,Abt 1230,DA;17.08.2022
In Produktion;Shopware Plugin;APP-5348;Shopware Plugin;Plugin fr Shopanbieter Shopware fr DHL Paket- und Retourelabel.;Abt 1230, ADM Business Kunden Paket (00057834);Marx,R.,SNL IT P&P,Abt 1230,DA;17.08.2022
In Produktion;WooCommerce;APP-5350;WooCommerce Plugin;Plugin fr Shopanbieter WooCommerce fr DHL Paket- und Retourelabel.;Abt 1230, ADM Business Kunden Paket (00057834);Marx,R.,SNL IT P&P,Abt 1230,DA;17.08.2022
Ausser Produktion;VLS II;ICTO-1118;Versandlogistiksystem;Untersttzung Versandlogistik zur  online -šbertragung von Sendungs-ankndigungen und Labeldruck;Abt 1230, ADM Business Kunden Paket (00057834);Na?,E.,SNL IT P&P,Abt 1230,BN;17.08.2022
In Produktion;VLS@Cloud;ICTO-3262;Versandlogistiksystem@Cloud;Untersttzung der Versandlogistik durch die Online-šbertragung von Sendungsdaten und Paketlabeln;Abt 1230, ADM Business Kunden Paket (00057834);Na?,E.,SNL IT P&P,Abt 1230,BN;17.08.2022
In Produktion;Gesch„ftskundenversand (VLS);ITR-4247;Gesch„ftskundenversand (VLS);Creation and management of DHL shipments in Germany;Abt 19A5, Kundenintegrationsservices (00057793);;17.08.2022
In Produktion;Gesch„ftskundenversand_VLS;ITR-4290;Gesch„ftskundenversand_VLS;Creation and management of DHL shipments in Germany;Abt 19A5, Kundenintegrationsservices (00057793);;17.08.2022
In Produktion;Polling Client;ITR-3597;Polling Client;Polling Client;Abt 1230, ADM Business Kunden Paket (00057834);;17.08.2022
In Produktion;VZFM;ITR-3643;Vorgabezentrum Frankiermaschinen-Hersteller;Vorgabezentrum Frankiermaschinen-Hersteller;Abt 192, IT Architektur (00057785);Schickel, M., SNL IT P&P, 1130, BN;17.08.2022
